fold,true_cluster,predicted_cluster,correct,top1_cluster,top1_confidence,top2_cluster,top2_confidence,top3_cluster,top3_confidence,top4_cluster,top4_confidence,top5_cluster,top5_confidence,true_rank,hour,day_of_week
1,0,0,True,0,0.35678968253968263,8,0.23095238095238088,2,0.22154365079365074,4,0.19071428571428561,3,0.0,1,12.0,2.0
1,0,7,False,7,0.6234047619047619,4,0.33659523809523795,0,0.015,2,0.011111111111111112,1,0.005555555555555556,3,20.0,0.0
1,1,1,True,1,0.35389945414288687,0,0.2044824184381915,2,0.12047944517004573,4,0.11226355391321002,5,0.09849188200015056,1,8.0,6.0
1,1,2,False,2,0.23945813173754335,7,0.19689308404014283,0,0.12037012823777525,3,0.11639197567138738,1,0.11495469889587534,5,10.0,0.0
1,0,6,False,6,0.38000287026676494,8,0.18834238254986904,2,0.13739746830641927,0,0.09380892085691198,3,0.055452943923969045,4,15.0,0.0
1,1,7,False,7,0.33164458704088856,8,0.2868946102263002,1,0.15578389002488804,2,0.07729442402544434,4,0.07709334955998369,3,10.0,3.0
1,1,1,True,1,0.666391547574957,2,0.22541866390509543,7,0.040226344256015206,3,0.039650843922511364,8,0.014567775743331155,1,8.0,0.0
1,1,1,True,1,0.666391547574957,2,0.22541866390509543,7,0.040226344256015206,3,0.039650843922511364,8,0.014567775743331155,1,8.0,0.0
1,0,1,False,1,0.36728188171963255,7,0.22948383342215276,2,0.17715803603786162,0,0.17123569069576264,3,0.05484055812459029,4,9.0,2.0
1,1,3,False,3,0.37598479718706107,1,0.322206117983595,2,0.24416696377993866,5,0.027183416485897633,7,0.015826046711622615,2,9.0,1.0
1,1,1,True,1,0.35389945414288687,0,0.2044824184381915,2,0.12047944517004573,4,0.11226355391321002,5,0.09849188200015056,1,8.0,6.0
1,1,3,False,3,0.37598479718706107,1,0.322206117983595,2,0.24416696377993866,5,0.027183416485897633,7,0.015826046711622615,2,9.0,1.0
1,2,1,False,1,0.6198231682450515,2,0.21678079504336017,3,0.047401900662985955,7,0.04348787505707108,8,0.035268493011754706,2,8.0,2.0
1,3,3,True,3,0.37598479718706107,1,0.322206117983595,2,0.24416696377993866,5,0.027183416485897633,7,0.015826046711622615,1,9.0,1.0
