fold,true_cluster,predicted_cluster,correct,top1_cluster,top1_confidence,top2_cluster,top2_confidence,top3_cluster,top3_confidence,top4_cluster,top4_confidence,top5_cluster,top5_confidence,true_rank,hour,day_of_week
1,0,3,False,3,0.4566190059940059,2,0.45500685425685444,5,0.08837413974913971,1,0.0,0,0.0,5,14,6
1,3,0,False,0,0.9053120817091401,4,0.09468791829085944,2,0.0,1,0.0,3,0.0,5,20,1
1,3,3,True,3,0.808480796556813,5,0.09752708667088454,2,0.04570461779957628,1,0.02589353916760904,0,0.02239395980511689,1,13,2
1,0,0,True,0,0.4742595449483934,2,0.3353581571095476,5,0.1284274526338064,4,0.06195484530825273,3,0.0,1,14,5
1,5,1,False,1,0.4970067504985964,5,0.35430108304181046,2,0.08491915985305887,3,0.04197808168142637,0,0.021794924925107796,2,12,4
1,1,3,False,3,0.4075262216447826,1,0.37289615822874234,5,0.15960297647475685,0,0.04778612735539053,2,0.012188516296327574,2,13,1
1,5,1,False,1,0.5078742756478496,5,0.3060279439871057,3,0.15355836779929882,0,0.011082704109085543,4,0.011038678703447704,2,12,1
1,3,3,True,3,0.43831807644666215,5,0.33772864911148653,0,0.07975063642055771,2,0.07448377142277696,1,0.06971886659851653,1,12,0
1,5,1,False,1,0.5154131425420126,5,0.28893262293262284,2,0.19565423452536446,0,0.0,3,0.0,2,11,4
1,5,0,False,0,0.8548834776334773,5,0.1451165223665223,2,0.0,1,0.0,3,0.0,2,15,5
1,5,1,False,1,0.4970067504985964,5,0.35430108304181046,2,0.08491915985305887,3,0.04197808168142637,0,0.021794924925107796,2,12,4
1,5,1,False,1,0.5078742756478496,5,0.3060279439871057,3,0.15355836779929882,0,0.011082704109085543,4,0.011038678703447704,2,12,1
1,5,1,False,1,0.5078742756478496,5,0.3060279439871057,3,0.15355836779929882,0,0.011082704109085543,4,0.011038678703447704,2,12,1
1,2,2,True,2,0.7733904777156576,3,0.195270637128237,1,0.03133888515610513,0,0.0,4,0.0,1,12,3
1,3,5,False,5,0.5010826201615822,3,0.370377227738898,1,0.058736207264299276,2,0.05017346875140844,0,0.01963047608381197,2,12,2
1,0,1,False,1,0.5078742756478496,5,0.3060279439871057,3,0.15355836779929882,0,0.011082704109085543,4,0.011038678703447704,4,12,1
1,0,0,True,0,0.951792207792208,4,0.02153246753246753,2,0.018818181818181817,3,0.007857142857142858,1,0.0,1,20,6
1,0,0,True,0,1.0,1,0.0,2,0.0,3,0.0,4,0.0,1,9,0
1,0,0,True,0,1.0,1,0.0,2,0.0,3,0.0,4,0.0,1,21,2
1,0,0,True,0,0.9820984848484849,4,0.012333333333333333,1,0.0030681818181818184,3,0.0025,2,0.0,1,9,4
1,0,0,True,0,0.9726666666666667,4,0.011000000000000001,3,0.010583333333333333,5,0.00575,2,0.0,1,9,2
1,0,0,True,0,1.0,1,0.0,2,0.0,3,0.0,4,0.0,1,9,0
1,0,0,True,0,0.9866666666666666,1,0.008333333333333333,3,0.003333333333333333,5,0.0016666666666666666,2,0.0,1,9,1
1,0,0,True,0,0.5027193362193363,4,0.2587121212121211,2,0.2385685425685425,1,0.0,3,0.0,1,21,6
1,0,0,True,0,1.0,1,0.0,2,0.0,3,0.0,4,0.0,1,9,3
1,0,0,True,0,0.5027193362193363,4,0.2587121212121211,2,0.2385685425685425,1,0.0,3,0.0,1,21,6
1,0,0,True,0,0.9726666666666667,4,0.011000000000000001,3,0.010583333333333333,5,0.00575,2,0.0,1,9,2
1,0,0,True,0,0.6534147241647241,2,0.3465852758352758,1,0.0,3,0.0,4,0.0,1,22,1
1,1,3,False,3,0.4075262216447826,1,0.37289615822874234,5,0.15960297647475685,0,0.04778612735539053,2,0.012188516296327574,2,13,1
1,1,1,True,1,0.5078742756478496,5,0.3060279439871057,3,0.15355836779929882,0,0.011082704109085543,4,0.011038678703447704,1,12,1
1,1,1,True,1,0.4970067504985964,5,0.35430108304181046,2,0.08491915985305887,3,0.04197808168142637,0,0.021794924925107796,1,12,4
1,3,5,False,5,0.5010826201615822,3,0.370377227738898,1,0.058736207264299276,2,0.05017346875140844,0,0.01963047608381197,2,12,2
1,1,2,False,2,0.4800402514291933,3,0.35701332376452216,5,0.09243021983320128,0,0.07051620497308309,1,0.0,5,13,3
1,1,1,True,1,0.5078742756478496,5,0.3060279439871057,3,0.15355836779929882,0,0.011082704109085543,4,0.011038678703447704,1,12,1
1,3,5,False,5,0.39443886342415735,3,0.3834607108577696,0,0.22210042571807267,1,0.0,2,0.0,2,12,6
1,3,5,False,5,0.5010826201615822,3,0.370377227738898,1,0.058736207264299276,2,0.05017346875140844,0,0.01963047608381197,2,12,2
1,1,1,True,1,0.5078742756478496,5,0.3060279439871057,3,0.15355836779929882,0,0.011082704109085543,4,0.011038678703447704,1,12,1
1,0,3,False,3,0.4609890104429086,1,0.20448155193821393,2,0.13237413508041262,0,0.1040608145117457,5,0.09809448802671929,4,14,1
1,0,3,False,3,0.4075262216447826,1,0.37289615822874234,5,0.15960297647475685,0,0.04778612735539053,2,0.012188516296327574,4,13,1
1,3,3,True,3,0.7051442870567513,5,0.17402599127825671,2,0.05721432662370799,1,0.03855866091039484,0,0.025056734130889446,1,13,0
1,3,3,True,3,0.4609890104429086,1,0.20448155193821393,2,0.13237413508041262,0,0.1040608145117457,5,0.09809448802671929,1,14,1
1,3,0,False,0,0.48345940170940166,3,0.36101282051282063,2,0.15552777777777774,1,0.0,4,0.0,2,18,5
1,5,3,False,3,0.808480796556813,5,0.09752708667088454,2,0.04570461779957628,1,0.02589353916760904,0,0.02239395980511689,2,13,2
1,2,3,False,3,0.808480796556813,5,0.09752708667088454,2,0.04570461779957628,1,0.02589353916760904,0,0.02239395980511689,3,13,2
1,2,2,True,2,0.4800402514291933,3,0.35701332376452216,5,0.09243021983320128,0,0.07051620497308309,1,0.0,1,13,3
1,2,3,False,3,0.808480796556813,5,0.09752708667088454,2,0.04570461779957628,1,0.02589353916760904,0,0.02239395980511689,3,13,2
1,2,3,False,3,0.4609890104429086,1,0.20448155193821393,2,0.13237413508041262,0,0.1040608145117457,5,0.09809448802671929,3,14,1
1,2,2,True,2,0.7733904777156576,3,0.195270637128237,1,0.03133888515610513,0,0.0,4,0.0,1,12,3
1,5,1,False,1,0.5078742756478496,5,0.3060279439871057,3,0.15355836779929882,0,0.011082704109085543,4,0.011038678703447704,2,12,1
1,2,2,True,2,0.7733904777156576,3,0.195270637128237,1,0.03133888515610513,0,0.0,4,0.0,1,12,3
