fold,true_cluster,predicted_cluster,correct,top1_cluster,top1_confidence,top2_cluster,top2_confidence,top3_cluster,top3_confidence,top4_cluster,top4_confidence,top5_cluster,top5_confidence,true_rank,elapsed_time
6,0,0,True,0,0.73,3,0.26,2,0.01,1,0.0,4,0.0,1,0 days 00:54:37
6,4,2,False,2,0.64,4,0.27,0,0.06,3,0.03,1,0.0,2,0 days 00:45:31
6,0,2,False,2,0.88,4,0.12,1,0.0,0,0.0,3,0.0,4,0 days 00:47:55
6,3,3,True,3,0.6,1,0.39,0,0.01,2,0.0,4,0.0,1,0 days 00:08:57
6,3,0,False,0,0.58,1,0.21,3,0.17,2,0.04,4,0.0,3,0 days 00:24:44
6,3,0,False,0,0.6,3,0.37,1,0.03,2,0.0,4,0.0,2,0 days 00:03:28
6,3,4,False,4,0.59,2,0.28,0,0.11,3,0.02,1,0.0,4,0 days 00:47:29
6,2,1,False,1,0.66,2,0.23,4,0.08,3,0.03,0,0.0,2,0 days 00:35:32
6,3,1,False,1,0.62,2,0.31,4,0.06,3,0.01,0,0.0,4,0 days 00:19:12
6,3,3,True,3,0.59,0,0.4,2,0.01,1,0.0,4,0.0,1,0 days 00:49:28
6,2,0,False,0,0.66,2,0.27,4,0.06,3,0.01,1,0.0,2,0 days 00:32:33
7,1,3,False,3,0.97,4,0.02,1,0.01,0,0.0,2,0.0,3,0 days 00:22:12
7,3,0,False,0,1.0,1,0.0,2,0.0,3,0.0,4,0.0,4,0 days 00:54:40
7,0,2,False,2,0.68,0,0.32,1,0.0,3,0.0,4,0.0,2,0 days 01:21:26
7,0,3,False,3,0.78,0,0.22,1,0.0,2,0.0,4,0.0,2,0 days 00:57:08
7,3,3,True,3,0.94,0,0.06,1,0.0,2,0.0,4,0.0,1,0 days 00:03:01
7,3,3,True,3,0.8551666666666666,1,0.14483333333333331,0,0.0,2,0.0,4,0.0,1,0 days 00:16:17
7,4,3,False,3,0.66,2,0.3,0,0.04,1,0.0,4,0.0,5,0 days 00:47:35
7,4,4,True,4,0.55,3,0.34,1,0.11,0,0.0,2,0.0,1,0 days 00:21:01
7,0,2,False,2,0.71,3,0.28,0,0.01,1,0.0,4,0.0,3,0 days 00:26:10
7,1,1,True,1,0.72,3,0.26,0,0.02,2,0.0,4,0.0,1,0 days 00:09:54
7,1,1,True,1,0.61,3,0.308,4,0.046,0,0.036000000000000004,2,0.0,1,0 days 00:16:24
7,0,1,False,1,0.67,3,0.26,0,0.07,2,0.0,4,0.0,3,0 days 00:09:51
7,2,0,False,0,0.55,2,0.33,1,0.12,3,0.0,4,0.0,2,0 days 00:53:35
7,0,3,False,3,0.97,4,0.03,1,0.0,0,0.0,2,0.0,4,0 days 00:22:32
7,2,0,False,0,0.71,2,0.2,4,0.08,3,0.01,1,0.0,2,0 days 00:32:22
7,1,1,True,1,0.8916666666666667,3,0.1,0,0.008333333333333333,2,0.0,4,0.0,1,0 days 00:17:33
7,1,2,False,2,0.6,4,0.26,1,0.11,3,0.03,0,0.0,3,0 days 00:18:56
