fold,true_cluster,predicted_cluster,correct,top1_cluster,top1_confidence,top2_cluster,top2_confidence,top3_cluster,top3_confidence,top4_cluster,top4_confidence,top5_cluster,top5_confidence,true_rank,elapsed_time
1,0,6,False,6,0.66,1,0.31,7,0.02,4,0.01,3,0.0,7,0 days 01:11:48
1,0,4,False,4,0.4406904761904762,6,0.41930952380952374,2,0.05666666666666667,0,0.04333333333333333,1,0.04,4,0 days 00:47:45
1,1,6,False,6,0.67,4,0.2,0,0.09,1,0.04,3,0.0,4,0 days 00:57:38
1,0,0,True,0,0.68,1,0.18047619047619043,7,0.1295238095238095,2,0.01,3,0.0,1,0 days 00:47:00
1,0,1,False,1,0.645,2,0.34,0,0.01,6,0.005,3,0.0,3,0 days 00:51:52
1,0,2,False,2,0.85,0,0.12583333333333332,1,0.024166666666666666,3,0.0,4,0.0,2,0 days 00:40:09
1,6,5,False,5,0.6555595238095238,7,0.3244404761904763,6,0.0125,1,0.0075,3,0.0,3,0 days 00:15:48
1,5,6,False,6,0.4736428571428571,0,0.41635714285714287,5,0.07999999999999999,1,0.02,7,0.01,3,0 days 00:18:45
1,5,1,False,1,0.7166666666666666,5,0.24,0,0.04333333333333334,2,0.0,3,0.0,2,0 days 00:20:26
1,4,6,False,6,0.56,5,0.31666666666666665,7,0.12333333333333332,0,0.0,3,0.0,8,0 days 00:16:28
1,1,6,False,6,0.62,1,0.31,8,0.05,0,0.02,3,0.0,2,0 days 00:13:38
1,4,0,False,0,0.67,7,0.28,6,0.04,2,0.01,3,0.0,8,0 days 01:12:52
1,4,0,False,0,0.63,6,0.36,1,0.01,2,0.0,3,0.0,6,0 days 01:03:37
1,4,0,False,0,0.62,7,0.36,4,0.01,1,0.01,3,0.0,3,0 days 01:32:35
1,6,5,False,5,0.29591017316017304,6,0.2522146464646464,7,0.2395165945165944,2,0.21235858585858572,3,0.0,2,0 days 00:15:39
1,6,6,True,6,0.59,0,0.31,2,0.09,1,0.01,3,0.0,1,0 days 00:55:29
1,6,0,False,0,0.89,6,0.06,5,0.03,2,0.02,3,0.0,2,0 days 01:17:54
1,6,5,False,5,0.4443333333333333,6,0.4156666666666667,3,0.1,0,0.026666666666666665,2,0.013333333333333332,2,0 days 00:24:41
1,4,1,False,1,0.9,2,0.09,0,0.01,3,0.0,4,0.0,5,0 days 01:02:15
1,0,6,False,6,0.9342857142857143,4,0.06,0,0.005714285714285714,1,0.0,3,0.0,3,0 days 01:22:33
1,1,5,False,5,0.8578531746031746,2,0.07845634920634921,6,0.06369047619047621,0,0.0,3,0.0,6,0 days 00:15:41
1,6,1,False,1,0.47916666666666674,6,0.40066666666666656,2,0.08016666666666666,5,0.04,3,0.0,2,0 days 00:19:14
1,6,1,False,1,0.5717857142857143,0,0.4182142857142857,6,0.01,2,0.0,3,0.0,3,0 days 00:44:59
1,4,7,False,7,0.46,5,0.4,6,0.12,0,0.015,2,0.005,8,0 days 00:22:18
1,6,2,False,2,0.7755,5,0.20616666666666672,4,0.01,0,0.008333333333333333,3,0.0,7,0 days 00:38:10
1,5,7,False,7,0.4740000000000002,2,0.4373333333333332,1,0.0831111111111111,6,0.003333333333333333,0,0.0022222222222222222,7,0 days 00:16:17
1,7,6,False,6,0.7,2,0.27,5,0.02,0,0.01,3,0.0,8,0 days 01:17:31
1,5,7,False,7,0.67,2,0.18616666666666667,0,0.12383333333333332,1,0.02,3,0.0,7,0 days 00:20:43
1,4,6,False,6,0.63,2,0.23250000000000004,0,0.10916666666666668,1,0.028333333333333332,3,0.0,6,0 days 00:14:23
1,7,2,False,2,0.6641666666666666,7,0.3258333333333333,1,0.01,0,0.0,3,0.0,2,0 days 00:01:34
1,7,6,False,6,0.71,7,0.29,0,0.0,1,0.0,3,0.0,2,0 days 01:19:47
1,6,1,False,1,0.8825,6,0.11,7,0.0075,0,0.0,3,0.0,2,0 days 00:08:41
1,6,2,False,2,0.77,6,0.18,1,0.04,0,0.01,3,0.0,2,0 days 00:07:51
1,7,7,True,7,0.6971666666666665,4,0.10100000000000002,1,0.09150000000000003,5,0.09033333333333333,0,0.02,1,0 days 00:18:16
1,7,6,False,6,0.63,5,0.36,7,0.006666666666666666,8,0.003333333333333333,3,0.0,3,0 days 00:15:24
1,1,0,False,0,0.89,6,0.06,5,0.03,2,0.02,3,0.0,6,0 days 01:17:49
1,6,2,False,2,0.58,0,0.23,1,0.12,7,0.07,3,0.0,8,0 days 00:21:07
1,2,0,False,0,0.63,4,0.1925,2,0.1775,1,0.0,3,0.0,3,0 days 00:32:25
1,6,6,True,6,0.59,5,0.2788333333333333,7,0.13116666666666668,0,0.0,3,0.0,1,0 days 00:21:42
1,0,0,True,0,0.4873571428571429,2,0.4426428571428571,7,0.05,1,0.02,3,0.0,1,0 days 01:30:04
1,1,6,False,6,0.87,2,0.06,0,0.05,1,0.02,3,0.0,4,0 days 00:52:35
1,1,6,False,6,0.64,2,0.26,0,0.1,1,0.0,3,0.0,4,0 days 01:00:35
1,0,2,False,2,0.47616666666666674,0,0.4271666666666667,4,0.06,5,0.03666666666666667,3,0.0,2,0 days 00:38:08
1,1,2,False,2,0.986,6,0.01,7,0.004,0,0.0,3,0.0,6,0 days 00:49:59
1,0,5,False,5,0.65,6,0.29,1,0.06,0,0.0,3,0.0,4,0 days 00:23:42
1,1,5,False,5,0.63,2,0.2765,7,0.0735,0,0.02,3,0.0,6,0 days 00:32:37
1,2,6,False,6,0.64,1,0.35,2,0.01,0,0.0,3,0.0,3,0 days 01:12:18
1,5,5,True,5,0.7929285714285713,0,0.1770714285714286,7,0.02,2,0.01,3,0.0,1,0 days 00:15:14
1,5,2,False,2,0.62,0,0.29,1,0.06,6,0.02,4,0.01,7,0 days 01:14:43
1,5,1,False,1,0.74,7,0.2,6,0.05,8,0.01,3,0.0,7,0 days 00:13:26
1,5,6,False,6,0.76,0,0.21,1,0.02,7,0.01,3,0.0,7,0 days 01:15:16
1,6,2,False,2,0.92,0,0.06,7,0.01,4,0.01,3,0.0,8,0 days 01:05:56
1,6,0,False,0,0.6072261904761905,5,0.3727738095238095,6,0.02,1,0.0,3,0.0,3,0 days 00:26:53
1,6,2,False,2,0.65,8,0.19,6,0.15,5,0.01,3,0.0,3,0 days 00:14:16
1,6,2,False,2,0.99,0,0.01,1,0.0,3,0.0,4,0.0,7,0 days 00:36:32
1,6,1,False,1,0.49,6,0.39,4,0.09,2,0.03,3,0.0,2,0 days 01:06:27
1,6,6,True,6,0.63,2,0.23250000000000004,0,0.10916666666666668,1,0.028333333333333332,3,0.0,1,0 days 00:14:25
1,0,1,False,1,0.65,5,0.26,6,0.09,0,0.0,3,0.0,4,0 days 00:51:59
1,0,1,False,1,0.55,2,0.36,0,0.09,3,0.0,4,0.0,3,0 days 00:06:49
1,8,1,False,1,0.6156666666666666,2,0.3843333333333333,0,0.0,3,0.0,4,0.0,9,0 days 00:30:03
1,6,1,False,1,0.63,0,0.35,2,0.02,3,0.0,4,0.0,7,0 days 00:46:58
1,6,7,False,7,0.44838095238095255,1,0.2741388888888888,8,0.2566468253968253,5,0.0175,6,0.003333333333333333,5,0 days 00:15:27
1,6,4,False,4,0.59,2,0.37,0,0.03,6,0.01,3,0.0,4,0 days 00:44:00
1,6,0,False,0,0.64,2,0.30333333333333334,1,0.05,5,0.006666666666666666,3,0.0,7,0 days 00:36:51
1,0,0,True,0,0.56,1,0.39,6,0.03,2,0.02,3,0.0,1,0 days 00:49:12
1,5,5,True,5,0.45299603174603187,1,0.28669047619047616,6,0.250313492063492,7,0.01,3,0.0,1,0 days 00:15:34
1,5,2,False,2,0.37333333333333335,5,0.31499999999999995,0,0.305,4,0.006666666666666666,3,0.0,2,0 days 00:23:09
1,6,6,True,6,0.39325901875901864,0,0.20359343434343422,1,0.20050649350649344,4,0.1926410533910534,5,0.01,1,0 days 00:16:14
1,5,8,False,8,0.64,2,0.33,3,0.01,1,0.01,6,0.01,7,0 days 00:22:35
1,5,2,False,2,0.94,0,0.06,1,0.0,3,0.0,4,0.0,6,0 days 00:52:59
1,8,5,False,5,0.7,2,0.3,1,0.0,0,0.0,3,0.0,9,0 days 00:50:44
1,7,0,False,0,0.61,6,0.19,1,0.15,7,0.05,3,0.0,4,0 days 00:54:10
1,7,1,False,1,0.8835238095238096,2,0.07352380952380953,7,0.04295238095238096,0,0.0,3,0.0,3,0 days 00:43:35
1,7,6,False,6,0.56,5,0.31666666666666665,7,0.12333333333333332,0,0.0,3,0.0,3,0 days 00:16:28
1,1,4,False,4,0.46304761904761904,1,0.4336190476190475,2,0.09,6,0.013333333333333332,3,0.0,2,0 days 00:58:23
1,1,6,False,6,0.64,5,0.22,8,0.07,0,0.05,2,0.02,8,0 days 00:14:08
1,1,2,False,2,0.78,1,0.21,0,0.01,3,0.0,4,0.0,2,0 days 00:28:33
1,0,6,False,6,0.3535952380952379,5,0.32073015873015864,0,0.3056746031746031,2,0.02,3,0.0,3,0 days 00:15:17
1,0,1,False,1,0.82,2,0.14,0,0.03,6,0.01,3,0.0,3,0 days 00:07:47
1,0,2,False,2,0.86,1,0.13,0,0.01,3,0.0,4,0.0,3,0 days 00:11:00
1,1,6,False,6,0.75,1,0.2475,2,0.0025,0,0.0,3,0.0,2,0 days 00:14:57
1,2,5,False,5,0.6678333333333333,0,0.26,1,0.03766666666666667,2,0.0345,3,0.0,4,0 days 00:32:07
1,2,6,False,6,0.56,0,0.41,2,0.02,5,0.01,3,0.0,3,0 days 00:23:51
1,2,2,True,2,0.88,1,0.11,4,0.01,0,0.0,3,0.0,1,0 days 00:25:02
1,2,7,False,7,0.88,2,0.05,0,0.04,1,0.03,3,0.0,2,0 days 00:27:55
1,2,3,False,3,0.47200000000000003,2,0.37799999999999995,4,0.1,5,0.05,0,0.0,2,0 days 00:34:32
1,1,2,False,2,0.815,0,0.17,1,0.015,3,0.0,4,0.0,3,0 days 00:43:54
1,2,2,True,2,0.49,0,0.47,1,0.04,3,0.0,4,0.0,1,0 days 00:56:44
1,0,2,False,2,0.78,1,0.21,0,0.01,3,0.0,4,0.0,3,0 days 00:28:33
1,2,2,True,2,0.69,3,0.24,1,0.04,0,0.02,7,0.01,1,0 days 00:36:57
1,1,2,False,2,0.8653809523809524,0,0.12461904761904762,1,0.01,3,0.0,4,0.0,3,0 days 00:51:18
1,2,2,True,2,0.98,1,0.01,6,0.01,0,0.0,3,0.0,1,0 days 00:50:00
1,1,1,True,1,0.445,6,0.4,8,0.1,0,0.04,7,0.015,1,0 days 00:13:45
1,2,2,True,2,0.8869467754467756,0,0.07469055944055944,6,0.03836266511266511,1,0.0,3,0.0,1,0 days 00:59:59
1,2,2,True,2,0.97,1,0.02,0,0.01,3,0.0,4,0.0,1,0 days 00:28:30
1,2,2,True,2,0.6285565545565542,0,0.2595317460317459,6,0.11191169941169946,1,0.0,3,0.0,1,0 days 01:00:00
1,0,2,False,2,0.73,4,0.18,6,0.05,7,0.035,1,0.005,6,0 days 00:37:12
1,2,1,False,1,0.727,5,0.16,2,0.113,0,0.0,3,0.0,3,0 days 00:36:00
1,2,0,False,0,0.7,7,0.3,2,0.0,1,0.0,3,0.0,3,0 days 01:31:32
1,2,1,False,1,0.5816666666666667,2,0.31833333333333336,8,0.1,0,0.0,4,0.0,2,0 days 00:39:32
1,2,1,False,1,0.95,4,0.05,2,0.0,0,0.0,3,0.0,3,0 days 00:42:26
1,2,2,True,2,0.64,5,0.25,7,0.08,1,0.026666666666666665,4,0.003333333333333333,1,0 days 00:33:38
1,1,6,False,6,0.6380714285714285,5,0.3302619047619047,7,0.03166666666666666,0,0.0,3,0.0,7,0 days 00:16:03
1,2,4,False,4,0.57,2,0.34,6,0.05,7,0.028333333333333332,1,0.011666666666666665,2,0 days 00:37:15
1,2,6,False,6,0.72,7,0.27,1,0.01,0,0.0,3,0.0,6,0 days 01:08:32
1,2,2,True,2,0.7975,1,0.17,0,0.0325,3,0.0,4,0.0,1,0 days 00:39:51
1,2,2,True,2,0.5698333333333333,1,0.43016666666666664,0,0.0,3,0.0,4,0.0,1,0 days 00:40:16
1,0,2,False,2,0.82,4,0.17,5,0.01,0,0.0,3,0.0,4,0 days 00:25:00
1,1,2,False,2,0.7971515445338977,1,0.2028484554661025,0,0.0,3,0.0,4,0.0,2,0 days 00:30:00
1,2,0,False,0,0.85,1,0.14,2,0.01,3,0.0,4,0.0,3,0 days 00:56:09
1,0,6,False,6,0.61,2,0.34,0,0.03,1,0.02,3,0.0,3,0 days 00:07:53
1,1,1,True,1,0.78,0,0.21,6,0.01,2,0.0,3,0.0,1,0 days 00:56:13
1,2,5,False,5,0.56,7,0.27,0,0.09,1,0.07,6,0.01,6,0 days 00:26:11
1,2,2,True,2,0.9475,4,0.04,1,0.0125,0,0.0,3,0.0,1,0 days 00:02:16
1,2,2,True,2,0.6,0,0.23,1,0.15,7,0.02,3,0.0,1,0 days 00:21:08
1,2,6,False,6,0.67,0,0.29,1,0.03666666666666667,7,0.003333333333333333,3,0.0,6,0 days 01:17:00
1,2,2,True,2,1.0,0,0.0,1,0.0,3,0.0,4,0.0,1,0 days 00:05:00
1,0,0,True,0,0.59,2,0.33333333333333326,5,0.06666666666666667,1,0.01,3,0.0,1,0 days 00:20:00
1,2,1,False,1,0.5134761904761904,0,0.4365238095238096,2,0.05,3,0.0,4,0.0,3,0 days 00:37:36
1,2,2,True,2,0.97,4,0.02,6,0.01,0,0.0,3,0.0,1,0 days 01:20:00
1,2,2,True,2,0.63,7,0.33,1,0.03,3,0.01,0,0.0,1,0 days 00:37:05
1,0,0,True,0,0.68,2,0.24,6,0.08,1,0.0,3,0.0,1,0 days 00:47:08
1,2,2,True,2,0.61,1,0.27,5,0.11,3,0.01,0,0.0,1,0 days 00:35:00
1,0,2,False,2,0.92,8,0.05,0,0.03,1,0.0,4,0.0,3,0 days 00:41:00
1,2,2,True,2,0.75,8,0.22,6,0.01,3,0.01,7,0.01,1,0 days 00:22:34
1,1,7,False,7,0.72,6,0.19,2,0.09,0,0.0,3,0.0,6,0 days 00:25:16
1,1,1,True,1,0.47916666666666674,6,0.40066666666666656,2,0.08016666666666666,5,0.04,3,0.0,1,0 days 00:19:11
1,1,6,False,6,0.67,1,0.223,2,0.10700000000000001,0,0.0,3,0.0,2,0 days 00:14:59
1,2,2,True,2,0.5439473684210526,1,0.44069298245614036,0,0.015359649122807018,3,0.0,4,0.0,1,0 days 00:40:01
1,2,0,False,0,0.73,2,0.25,1,0.02,3,0.0,4,0.0,2,0 days 00:55:59
1,2,2,True,2,0.83,0,0.17,1,0.0,3,0.0,4,0.0,1,0 days 01:09:02
1,1,2,False,2,0.7975,1,0.17,0,0.0325,3,0.0,4,0.0,2,0 days 00:39:51
1,1,1,True,1,0.6030833333333334,2,0.34691666666666665,6,0.03,5,0.02,3,0.0,1,0 days 00:15:00
1,2,7,False,7,0.3846666666666667,6,0.34,5,0.25533333333333336,1,0.02,3,0.0,6,0 days 00:18:02
1,2,0,False,0,0.7768333333333333,1,0.12316666666666666,6,0.1,2,0.0,3,0.0,4,0 days 00:42:56
1,1,0,False,0,0.5047380952380953,4,0.49526190476190474,2,0.0,1,0.0,3,0.0,4,0 days 01:47:04
1,1,5,False,5,0.5766666666666667,7,0.3,1,0.08,2,0.04333333333333333,3,0.0,3,0 days 00:38:18
1,1,0,False,0,0.93,1,0.07,2,0.0,3,0.0,4,0.0,2,0 days 00:05:34
1,2,2,True,2,0.97,5,0.03,1,0.0,0,0.0,3,0.0,1,0 days 00:50:46
1,0,6,False,6,0.45,2,0.41,0,0.13,7,0.01,3,0.0,3,0 days 00:29:21
1,1,1,True,1,0.7,0,0.12,5,0.11533333333333333,2,0.054666666666666676,7,0.01,1,0 days 00:36:48
1,2,2,True,2,0.68,7,0.22,0,0.09,1,0.01,3,0.0,1,0 days 00:05:12
1,1,5,False,5,0.67,0,0.21,6,0.07,1,0.03333333333333333,7,0.016666666666666666,4,0 days 00:14:05
1,2,2,True,2,0.9458333333333333,0,0.023,1,0.01583333333333333,5,0.015333333333333332,3,0.0,1,0 days 00:30:10
1,2,8,False,8,0.41,1,0.29700000000000004,2,0.293,0,0.0,4,0.0,3,0 days 00:40:56
