fold,true_cluster,predicted_cluster,correct,top1_cluster,top1_confidence,top2_cluster,top2_confidence,top3_cluster,top3_confidence,top4_cluster,top4_confidence,top5_cluster,top5_confidence,true_rank,elevation_gain
1,1,1,True,1,0.89,2,0.1,0,0.01,3,0.0,4,0.0,1,201.0
1,4,0,False,0,0.4443333333333333,4,0.43799999999999994,2,0.1,6,0.017666666666666667,3,0.0,2,43.0
1,3,6,False,6,0.23842338217338205,7,0.21223434898434895,5,0.21171101121101107,0,0.11818600843600839,1,0.11608294483294483,6,10.0
1,5,7,False,7,0.5763005776902834,5,0.2192919784463902,0,0.2044074438633263,1,0.0,3,0.0,2,7.0
1,5,5,True,5,0.5675396825396823,7,0.22085317460317458,6,0.2116071428571428,0,0.0,3,0.0,1,1.0
1,7,6,False,6,0.62,1,0.34,2,0.04,0,0.0,3,0.0,8,75.0
1,6,6,True,6,0.3714585137085137,7,0.32806457431457425,1,0.28714357864357853,2,0.013333333333333332,3,0.0,1,86.0
1,4,1,False,1,0.67,0,0.2,2,0.13,3,0.0,4,0.0,5,99.0
1,7,0,False,0,0.4691161616161617,6,0.3640537518037517,7,0.15683008658008657,1,0.01,3,0.0,3,58.0
1,5,2,False,2,0.3191995463686639,5,0.23409886926798684,7,0.19274901242548304,0,0.15534584859584846,3,0.09860672334201742,2,5.0
1,7,7,True,7,0.63,1,0.24,2,0.12,0,0.01,3,0.0,1,109.0
1,6,4,False,4,0.5280555555555554,7,0.23928174603174596,6,0.22266269841269837,2,0.01,3,0.0,3,79.0
1,6,1,False,1,0.48416666666666663,4,0.41483333333333333,0,0.08099999999999997,2,0.02,3,0.0,7,104.0
1,7,7,True,7,0.4164141414141413,6,0.20932178932178927,0,0.18770779220779218,3,0.17155627705627702,2,0.015,1,68.0
1,7,6,False,6,0.3834690032190029,1,0.30438875013874994,2,0.19283298645798638,7,0.11930926018426018,3,0.0,4,28.0
1,1,5,False,5,0.5668562687312684,7,0.22681686369186366,1,0.11212161449661444,6,0.09420525308025306,3,0.0,3,17.0
1,0,5,False,5,0.3525955237572884,6,0.22983044243338352,0,0.21761456843809776,7,0.10032070707070703,1,0.09963875830052299,3,11.0
1,0,1,False,1,0.91,7,0.06,2,0.03,0,0.0,3,0.0,4,134.0
1,1,5,False,5,0.3181667379833787,6,0.26124107372675476,1,0.1433126454041314,7,0.07634642907831762,2,0.07486315975046626,3,19.0
1,0,0,True,0,0.24101681651681647,7,0.23800223387723368,1,0.14235396547896548,2,0.13261156898656895,5,0.12496828171828168,1,15.0
1,0,4,False,4,0.6484999999999999,2,0.3164999999999999,6,0.02,0,0.015,3,0.0,4,46.0
1,0,6,False,6,0.3522460317460317,7,0.33181349206349203,1,0.2659404761904761,2,0.03,0,0.02,5,83.0
1,1,1,True,1,0.49665770585623514,6,0.28944168005197407,0,0.11424254911754908,4,0.09965806497424143,3,0.0,1,52.0
1,0,1,False,1,0.4941666666666668,6,0.4058333333333332,7,0.1,0,0.0,3,0.0,4,59.0
1,1,7,False,7,0.2927945526695526,0,0.2607124819624819,2,0.15423322510822507,8,0.15213401875901875,5,0.14012572150072142,8,3.0
1,0,7,False,7,0.31023937173937155,0,0.28493117993117983,4,0.26957586857586846,1,0.1352535797535797,3,0.0,2,77.0
1,4,7,False,7,0.64,1,0.33,2,0.03,0,0.0,3,0.0,6,94.0
1,4,6,False,6,0.3183679653679653,0,0.24807575757575756,2,0.15481493506493502,4,0.15103571428571425,1,0.12770562770562768,4,34.0
1,5,5,True,5,0.5671437927397681,6,0.26276738255724313,0,0.08986583428611289,7,0.08022299041687585,3,0.0,1,20.0
1,6,1,False,1,0.333521645021645,2,0.27435714285714274,6,0.2446883116883117,7,0.14743290043290044,3,0.0,3,39.0
1,0,6,False,6,0.3643906926406926,2,0.23628823953823946,4,0.21676731601731591,0,0.18255375180375175,3,0.0,4,61.0
1,6,7,False,7,0.5763005776902834,5,0.2192919784463902,0,0.2044074438633263,1,0.0,3,0.0,8,7.0
1,6,1,False,1,0.6708643578643577,0,0.18438744588744582,4,0.14474819624819626,2,0.0,3,0.0,7,95.0
1,6,5,False,5,0.5668562687312684,7,0.22681686369186366,1,0.11212161449661444,6,0.09420525308025306,3,0.0,4,17.0
1,6,0,False,0,0.4691161616161617,6,0.3640537518037517,7,0.15683008658008657,1,0.01,3,0.0,2,58.0
1,0,1,False,1,0.715,2,0.18,4,0.1,0,0.005,3,0.0,4,121.0
1,3,7,False,7,0.4819659946606541,5,0.37048493727634574,6,0.08108167030767648,0,0.06646739775532341,3,0.0,5,8.0
1,4,7,False,7,0.31023937173937155,0,0.28493117993117983,4,0.26957586857586846,1,0.1352535797535797,3,0.0,3,77.0
1,1,0,False,0,0.3397561327561327,6,0.30346897546897533,5,0.19014285714285706,1,0.16663203463203463,3,0.0,4,48.0
1,7,7,True,7,0.5322158625688038,1,0.17212106357694587,5,0.15212639974404676,2,0.1435366741102035,3,0.0,1,65.0
1,5,6,False,6,0.23842338217338205,7,0.21223434898434895,5,0.21171101121101107,0,0.11818600843600839,1,0.11608294483294483,3,10.0
1,7,4,False,4,0.42620363133598455,0,0.20815893501922905,7,0.13052131283748925,8,0.12892478191742895,6,0.10619133888986829,3,53.0
1,7,0,False,0,0.3397561327561327,6,0.30346897546897533,5,0.19014285714285706,1,0.16663203463203463,3,0.0,8,48.0
1,7,6,False,6,0.62,1,0.34,2,0.04,0,0.0,3,0.0,8,75.0
1,7,5,False,5,0.5671437927397681,6,0.26276738255724313,0,0.08986583428611289,7,0.08022299041687585,3,0.0,4,20.0
1,7,6,False,6,0.4492255216403824,7,0.2352522899357264,4,0.19681493210092274,2,0.11870725632296834,3,0.0,2,16.0
1,1,6,False,6,0.45978571428571435,0,0.42021428571428565,1,0.11,2,0.01,3,0.0,3,87.0
1,1,0,False,0,0.95,1,0.04,2,0.01,3,0.0,4,0.0,2,163.0
1,7,7,True,7,0.2927945526695526,0,0.2607124819624819,2,0.15423322510822507,8,0.15213401875901875,5,0.14012572150072142,1,3.0
1,1,6,False,6,0.3643906926406926,2,0.23628823953823946,4,0.21676731601731591,0,0.18255375180375175,3,0.0,6,61.0
1,0,6,False,6,0.25792905022394186,5,0.2205340516896243,1,0.21560248398831983,7,0.08758526397922684,4,0.08145175898233173,6,23.0
1,0,4,False,4,0.5280555555555554,7,0.23928174603174596,6,0.22266269841269837,2,0.01,3,0.0,7,79.0
1,1,4,False,4,0.3969116161616163,6,0.3956933621933622,7,0.19739502164502162,1,0.01,3,0.0,4,80.0
1,1,6,False,6,0.4536071428571429,1,0.29007575757575743,7,0.24013528138528134,4,0.0076363636363636364,0,0.0066363636363636356,2,53.1
1,1,1,True,1,0.83,2,0.16,7,0.01,0,0.0,3,0.0,1,137.1
1,0,0,True,0,0.38604671717171707,1,0.2557394966144966,4,0.240861999111999,6,0.11735178710178706,3,0.0,1,65.9
1,0,4,False,4,0.88,1,0.09116666666666667,0,0.028833333333333336,2,0.0,3,0.0,3,54.7
1,0,2,False,2,0.6022142857142857,5,0.3017142857142857,0,0.07,7,0.014107142857142856,6,0.009107142857142857,3,15.9
1,1,6,False,6,0.391,2,0.38352380952380954,1,0.17785714285714285,4,0.028333333333333332,0,0.014285714285714285,3,48.2
